Código AMIE|Nombre de la Institución Educativa|Código División Política Administrativa Provincia|Provincia|Código División Política Administrativa  Cantón|Cantón|Código División Política Administrativa  Parroquia|Parroquia|Código de Distrito|Sostenimiento|Tipo de Educación|Modalidad|Jornada|Acceso (terrestre/ aéreo/fluvial)|Número de estudiantes|Número de docentes
07H00617|EL GUABO|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Vespertina y Nocturna|Terrestre|345|18
07H00619|DR JOSE MIGUEL GARCIA MORENO|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|663|31
07H00625|JUAN MONTALVO MEDINA CALDERON|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|81|7
07H00567|MARIA DEL CARMEN|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Particular|Educación regular|Presencial|Matutina|Terrestre|96|7
07H00571|JOSE MORA QUIÑONEZ|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Particular|Educación regular|Presencial|Matutina|Terrestre|226|19
07H00576|GRAL JOSE MARIA CORDOVA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|79|6
07H00605|ZOILA UGARTE DE LANDIVAR|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina y Vespertina|Terrestre|590|23
07H00621|LUIS AGUILAR MARIN|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|109|7
07H00602|ZOILA UGARTE DE LANDIVAR|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Popular Permanente|Presencial|Nocturna|Terrestre|60|2
07H00631|MILTON BORJA RAMIREZ|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|130|7
07H00674|FILOMENA CORREA DE SERRANO|07|EL ORO|0706|EL GUABO|070653|TENDALES|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|76|6
07H00680|CENTRO DE EDUCACION POPULAR 10  DE AGOSTO|07|EL ORO|0706|EL GUABO|070653|TENDALES|07D01|Fiscal|Popular Permanente|Presencial|Vespertina y Nocturna|Terrestre|23|1
07H00593|OVIDIO DECROLY|07|EL ORO|0706|EL GUABO|070651|BARBONES (SUCRE)|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|18|4
07H00626|6  DE AGOSTO|07|EL ORO|0706|EL GUABO|070651|BARBONES (SUCRE)|07D01|Fiscal|Educación regular|Presencial|Vespertina y Nocturna|Terrestre|637|31
07H00630|LUIS FELIPE BORJA|07|EL ORO|0706|EL GUABO|070651|BARBONES (SUCRE)|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|168|10
07H00633|OTILIA MARIA SERRANO PAREJA|07|EL ORO|0706|EL GUABO|070651|BARBONES (SUCRE)|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|115|6
07H00634|ENRIQUE RUILOVA|07|EL ORO|0706|EL GUABO|070651|BARBONES (SUCRE)|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|24|4
07H00635|PROVINCIA DE LOS RIOS|07|EL ORO|0706|EL GUABO|070651|BARBONES (SUCRE)|07D01|Fiscal|Educación regular|Presencial|Matutina y Vespertina|Terrestre|827|29
07H00636|ANTONIA PROAÑO DE SANCHEZ|07|EL ORO|0706|EL GUABO|070651|BARBONES (SUCRE)|07D01|Particular|Educación regular|Presencial|Matutina|Terrestre|62|8
07H00647|CORONEL JOSE MADERO VARGAS|07|EL ORO|0706|EL GUABO|070653|TENDALES|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|131|7
07H00659|15 DE ABRIL|07|EL ORO|0706|EL GUABO|070653|TENDALES|07D01|Fiscal|Educación regular|Presencial|Matutina|Fluvial|20|1
07H00678|GRAN COLOMBIA|07|EL ORO|0706|EL GUABO|070653|TENDALES|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|235|18
07H00679|CARLOS NAPOLEON MERA|07|EL ORO|0706|EL GUABO|070653|TENDALES|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|77|2
07H00629|DR. ROMULO CEDILLO ZEA|07|EL ORO|0706|EL GUABO|070651|BARBONES (SUCRE)|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|37|4
07H00637|CORAZON DE MARIA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Particular|Educación regular|Presencial|Matutina|Terrestre|14|2
07H00663|REPUBLICA DE ESPAÑA|07|EL ORO|0706|EL GUABO|070653|TENDALES|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|13|3
07H00673|JAMBELI|07|EL ORO|0706|EL GUABO|070653|TENDALES|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|331|19
07H01297|JOSE HOMERO SERRANO RAMIREZ|07|EL ORO|0706|EL GUABO|070654|RIO BONITO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|40|4
07H00676|MARGARITA BONILLA DE MURO|07|EL ORO|0706|EL GUABO|070654|RIO BONITO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|15|1
07H00677|POMPEYO FERNANDEZ MARQUEZ|07|EL ORO|0706|EL GUABO|070654|RIO BONITO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|50|7
07H00681|EL PARAISO|07|EL ORO|0706|EL GUABO|070654|RIO BONITO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|32|3
07H00646|14 DE JULIO|07|EL ORO|0706|EL GUABO|070654|RIO BONITO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|31|3
07H00653|CIUDAD DE MACHALA|07|EL ORO|0706|EL GUABO|070654|RIO BONITO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|81|6
07H00655|WILSON BETANCOURT|07|EL ORO|0706|EL GUABO|070654|RIO BONITO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|120|7
07H00656|TENIENTE GUSTAVO LEDESMA|07|EL ORO|0706|EL GUABO|070654|RIO BONITO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|34|5
07H00658|JUAN SEMIGLIA|07|EL ORO|0706|EL GUABO|070654|RIO BONITO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|142|12
07H00664|30 DE AGOSTO|07|EL ORO|0706|EL GUABO|070654|RIO BONITO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|13|1
07H00665|ANGEL RIZZO SBRECIA|07|EL ORO|0706|EL GUABO|070654|RIO BONITO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|109|7
07H00666|MANUEL ISAAC ENCALADA ZUÑIGA|07|EL ORO|0706|EL GUABO|070654|RIO BONITO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|286|31
07H00668|JUAN PABLO II|07|EL ORO|0706|EL GUABO|070654|RIO BONITO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|6|1
07H00671|DR EUGENIO ESPEJO  35|07|EL ORO|0706|EL GUABO|070654|RIO BONITO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|108|8
07H00672|TULA PEREZ DE VALENCIA|07|EL ORO|0706|EL GUABO|070654|RIO BONITO|07D01|Fiscal|Educación regular|Presencial|Matutina y Vespertina|Terrestre|266|14
07H00657|DR CARLOS CORNEJO ORBE|07|EL ORO|0706|EL GUABO|070654|RIO BONITO|07D01|Fiscal|Educación regular|Presencial|Matutina|Terrestre|254|14
07H01473|VICENTE  MAYA|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Popular Permanente|A Distancia|Matutina|Terrestre|16|1
07H01474|VICENTE  MAYA  2|07|EL ORO|0706|EL GUABO|070650|EL GUABO|07D01|Fiscal|Popular Permanente|A Distancia|Matutina|Terrestre|318|10
07H01412|JOSE MAYON|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|07D05|Fiscal|Popular Permanente|Presencial|Vespertina|Terrestre|28|1
07H00684|MAXIMILIANO PEÑALOZA CASTRO|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|205|9
07H00687|JOSE ANSELMO GARCIA CAJAMARCA|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|450|20
07H00693|ANGEL POLIVIO MARQUEZ PACHECO|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|605|22
07H00698|16 DE JULIO|07|EL ORO|0707|HUAQUILLAS|070702|EL PARAISO|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|206|10
07H00715|JUAN MONTALVO|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|07D05|Particular|Educación regular|Presencial|Matutina|Terrestre|124|17
07H00720|PRIMERO DE OCTUBRE|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|07D05|Fiscal|Popular Permanente|Presencial|Vespertina|Terrestre|28|1
07H00725|ALEJANDRO CAMPOVERDE ANDRADE|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|07D05|Fiscal|Educación regular|Presencial|Nocturna|Terrestre|36|4
07H00728|JAIME HURTADO GONZALEZ|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|212|8
07H00731|PROF NANCY ALBAN CASTRO|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|100|5
07H00733|PRESIDENTE JAIME ROLDOS AGUILERA|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|414|20
07H00735|DON BOSCO|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|07D05|Particular|Educación regular|Presencial|Matutina|Terrestre|272|22
07H00736|ESPIRITU DE SABIDURIA|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|07D05|Particular|Educación regular|Presencial|Matutina|Terrestre|154|24
07H00738|PRINCIPE DE PAZ|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|07D05|Particular|Educación regular|Presencial|Matutina y Vespertina|Terrestre|153|11
07H00745|SEIS DE OCTUBRE|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|07D05|Fiscal|Educación regular|Presencial|Matutina y Nocturna|Terrestre|747|43
07H00559|MARIA LEONOR MINUCHE ARMIJOS|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|47|6
07H00561|MANUEL REINALDO BENALCAZAR CASTILLO|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|141|9
07H00695|REMIGIO GEO GOMEZ GUERRERO|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|1677|86
07H00729|ERNESTINA VALAREZO MOSQUERA|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|149|7
07H00732|CLOTARIO IÑIGUEZ LUZURIAGA|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|346|13
07H00741|UNIDAD EDUC  DEL MILENIO  LIC OLGA CAMPOVERDE C|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|736|41
07H01482|VICENTE  MAYA    -  EXTENSIÓN|07|EL ORO|0707|HUAQUILLAS|070705|UNION LOJANA|07D05|Fiscal|Popular Permanente|A Distancia|Matutina|Terrestre|83|4
07H00683|HUAQUILLAS|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|07D05|Fiscal|Educación regular|Presencial|Vespertina y Nocturna|Terrestre|1531|88
07H00685|PRIMERO DE OCTUBRE|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|557|22
07H00689|LICEO EDUCATIVO JUAN XXIII|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|641|19
07H00697|MONSEÑOR LEONIDAS PROAÑO VILLALBA|07|EL ORO|0707|HUAQUILLAS|070702|EL PARAISO|07D05|Municipal|Educación regular|Presencial|Matutina|Terrestre|837|40
07H00700|MATILDE HIDALGO DE PROCEL|07|EL ORO|0707|HUAQUILLAS|070702|EL PARAISO|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|331|18
07H00703|CLEMENCIA GRANDA ROMERO|07|EL ORO|0707|HUAQUILLAS|070703|HUALTACO|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|61|6
07H00704|VICENTE PUERTAS CITELLY|07|EL ORO|0707|HUAQUILLAS|070703|HUALTACO|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|160|7
07H00708|PROF HELENA CRIOLLO RETTO|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|382|15
07H00709|CENTRO DE FORMACION ARTESANAL FISCAL HUAQUILLAS|07|EL ORO|0707|HUAQUILLAS|070702|EL PARAISO|07D05|Fiscal|Popular Permanente|Presencial|Nocturna|Terrestre|203|13
07H00710|CAP CESAR EDMUNDO CHIRIBOGA GONZALEZ|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|714|23
07H00711|CIUDAD DE MACARA|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|07D05|Particular|Educación regular|Presencial|Matutina|Terrestre|37|7
07H00719|INSTITUTO DE EDUCACION ESPECIAL HUAQUILLAS|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|07D05|Fiscal|Educación Especial|Presencial|Matutina|Terrestre|80|3
07H00722|RODRIGO CHAVEZ GONZALEZ|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|357|18
07H00726|FROILAN SUQUINAGUA BERMEO|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|145|8
07H00562|NIÑOS DE BELEN|07|EL ORO|0707|HUAQUILLAS|070702|EL PARAISO|07D05|Particular|Educación regular|Presencial|Matutina|Terrestre|86|10
07H00564|CIUDAD DE HUAQUILLAS   RED EDUCATIVA H1|07|EL ORO|0707|HUAQUILLAS|070702|EL PARAISO|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|868|42
07H00565|MARCO ARTURO PEREIRA LARREA|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|07D05|Fiscal|Educación regular|Presencial|Nocturna|Terrestre|12|1
07H00727|SARA SERRANO DE MARIDUEÑA|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|07D05|Fiscal|Educación regular|Presencial|Vespertina|Terrestre|422|24
07H00706|LCDO ALONSO CRISTOBAL CAMPOVERDE CAMPOVERDE|07|EL ORO|0707|HUAQUILLAS|070703|HUALTACO|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|118|9
07H00712|GRAL VICENTE ANDA AGUIRRE|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|348|19
07H00723|REPUBLICA DEL ECUADOR NO 52|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|534|23
07H00724|JACINTA VALDIVIEZO BANEGAS|07|EL ORO|0707|HUAQUILLAS|070704|MILTON REYES|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|515|22
07H01312|SEMILLITAS DE SION|07|EL ORO|0707|HUAQUILLAS|070703|HUALTACO|07D05|Particular|Educación regular|Presencial|Matutina|Terrestre|27|0
07H01490|DR. EUGENIO ESPEJO|07|EL ORO|0707|HUAQUILLAS|070703|HUALTACO|07D05|Particular|Popular Permanente|Presencial|Vespertina|Terrestre|26|0
07H01484|JOSÉ MARÍA VELAZ|07|EL ORO|0707|HUAQUILLAS|070701|ECUADOR|07D05|Fiscomisional|Popular Permanente|A Distancia|Matutina|Terrestre|146|7
07H01466|VALLE HERMOSO|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|07D05|Fiscal|Popular Permanente|Presencial|Vespertina|Terrestre|13|1
07H01338|CASA COMUNAL PARROQUIA LA LIBERTAD|07|EL ORO|0714|LAS LAJAS|071451|LA LIBERTAD|07D05|Fiscal|Popular Permanente|Presencial|Nocturna|Terrestre|12|1
07H01271|HECTOR LARA ZAMBRANO|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|6|1
07H01272|NICOLAS VALDANO RAFFO|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|38|4
07H01273|EUGENIO ESPEJO|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|291|21
07H01275|MAYOR  ALFONSO NEGRETE|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|9|1
07H01276|CIUDAD DE LOJA|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|198|8
07H01278|LUIS FELIPE SANCHEZ|07|EL ORO|0714|LAS LAJAS|071451|LA LIBERTAD|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|7|1
07H01279|3 DE NOVIEMBRE|07|EL ORO|0714|LAS LAJAS|071451|LA LIBERTAD|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|6|1
07H01280|HONORATO VASQUEZ|07|EL ORO|0714|LAS LAJAS|071451|LA LIBERTAD|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|3|1
07H01281|FRANCISCO ARCELLES TALLEDO|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|4|1
07H01282|PROVINCIA DE TUNGURAHUA|07|EL ORO|0714|LAS LAJAS|071452|EL PARAISO|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|27|3
07H01284|TENIENTE RODRIGUEZ|07|EL ORO|0714|LAS LAJAS|071452|EL PARAISO|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|2|1
07H01286|DOLORES CARREÑO DE MORA|07|EL ORO|0714|LAS LAJAS|071452|EL PARAISO|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|25|2
07H01287|DR. LAUTARO CASTILLO RAMIREZ|07|EL ORO|0714|LAS LAJAS|071452|EL PARAISO|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|6|1
07H01288|BATALLON MONTECRISTI|07|EL ORO|0714|LAS LAJAS|071453|SAN ISIDRO|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|4|1
07H01289|JUAN LEON MERA|07|EL ORO|0714|LAS LAJAS|071453|SAN ISIDRO|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|151|14
07H01339|LA VICTORIA|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|07D05|Fiscal|Popular Permanente|Presencial|Vespertina|Terrestre|14|1
07H01199|DR. JOSE MARIA VELAZCO IBARRA|07|EL ORO|0714|LAS LAJAS|071451|LA LIBERTAD|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|25|2
07H01200|PROVINCIA DE ESMERALDAS|07|EL ORO|0714|LAS LAJAS|071451|LA LIBERTAD|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|10|1
07H01206|JORGE YEPEZ CARRANZA|07|EL ORO|0714|LAS LAJAS|071451|LA LIBERTAD|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|21|2
07H01213|TENIENTE GUSTAVO LEDESMA  VASQUEZ|07|EL ORO|0714|LAS LAJAS|071452|EL PARAISO|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|10|1
07H01222|10 DE AGOSTO|07|EL ORO|0714|LAS LAJAS|071453|SAN ISIDRO|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|3|1
07H01194|RED  PLATANILLO|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|07D05|Fiscal|Educación regular|Presencial|Matutina|Terrestre|255|18
07H01477|VICENTE  MAYA|07|EL ORO|0714|LAS LAJAS|071401|LA VICTORIA|07D05|Fiscal|Popular Permanente|A Distancia|Matutina|Terrestre|98|5
07H01321|VOLUNTAD DE DIOS|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Fiscal|Popular Permanente|Presencial|Vespertina|Terrestre|30|1
07H01326|LUZ DE AMERICA|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Fiscal|Popular Permanente|Presencial|Vespertina|Terrestre|30|1
07H01327|LOS ANGELES|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Fiscal|Popular Permanente|Presencial|Nocturna|Terrestre|30|1
07H01328|NUEVO PILO|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Fiscal|Popular Permanente|Presencial|Vespertina y Nocturna|Terrestre|25|1
07H00393|MANUELA CAÑIZARES|07|EL ORO|0701|MACHALA|070105|EL CAMBIO|07D02|Fiscal|Educación regular|Presencial|Matutina y Vespertina|Terrestre|196|14
07H00359|MI LINDO ECUADOR|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Particular|Educación regular|Presencial|Matutina|Terrestre|82|9
07H00196|JESUS DEL GRAN PODER|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Particular|Educación regular|Presencial|Matutina|Terrestre|43|9
07H00205|AMERICA QUALITY SCHOOL|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Particular|Educación regular|Presencial|Matutina|Terrestre|18|4
07H00236|MANUEL CENTENO GARZON|07|EL ORO|0701|MACHALA|070105|EL CAMBIO|07D02|Fiscal|Educación regular|Presencial|Matutina|Terrestre|96|7
07H00191|OSWALDO GUAYASAMIN|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Particular|Educación regular|Presencial|Matutina|Terrestre|152|15
07H00192|LOS PASTORCITOS|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Particular|Educación regular|Presencial|Matutina|Terrestre|36|1
07H00008|COMBATE DE PILO|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Fiscal|Educación regular|Presencial|Matutina|Terrestre|440|21
07H00079|SAN CARLOS|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Particular|Educación regular|Presencial|Matutina|Terrestre|55|7
07H00807|VICENTE MAYA|07|EL ORO|0701|MACHALA|070102|MACHALA|07D02|Fiscal|Educación regular|A Distancia|Matutina|Terrestre|794|24
07H00344|INNFA|07|EL ORO|0701|MACHALA|070102|MACHALA|07D02|Fiscal|Educación regular|Presencial|Matutina|Terrestre|16|1
07H00187|EMPRESARIAL ORENSE|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Particular|Educación regular|Presencial|Matutina|Terrestre|913|43
07H00094|EL BOSQUE|07|EL ORO|0701|MACHALA|070101|LA PROVIDENCIA|07D02|Fiscal|Popular Permanente|Presencial|Nocturna|Terrestre|24|1
07H00297|9  DE OCTUBRE|07|EL ORO|0701|MACHALA|070102|MACHALA|07D02|Fiscal|Educación regular|Presencial|Matutina|Terrestre|134|8
07H00301|AUGUSTO MINUCHE GARRIDO|07|EL ORO|0701|MACHALA|070102|MACHALA|07D02|Fiscal|Educación regular|Presencial|Matutina|Terrestre|325|15
07H00332|ENRIQUE MORA SARES   RED EDUCATIVA  MA2|07|EL ORO|0701|MACHALA|070102|MACHALA|07D02|Fiscal|Educación regular|Presencial|Matutina|Terrestre|479|28
07H00206|RÓMULO VIDAL ZEA|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Fiscal|Educación regular|Presencial|Matutina|Terrestre|435|22
07H00208|MATILDE HIDALGO DE PROCEL|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Fiscal|Educación regular|Presencial|Matutina|Terrestre|370|27
07H00209|HEROES DE JAMBELI|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Fiscal|Educación regular|Presencial|Matutina|Terrestre|354|16
07H00210|LOS PANCHITOS|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Fiscal|Educación regular|Presencial|Matutina|Terrestre|35|2
07H00213|JAIME ROLDOS AGULERA|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Fiscal|Educación regular|Presencial|Matutina|Terrestre|602|22
07H00214|CAMILO GALLEGOS|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Fiscal|Educación regular|Presencial|Matutina y Vespertina|Terrestre|525|20
07H00215|REPÚBLICA DEL PERÚ|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Fiscal|Educación regular|Presencial|Matutina y Nocturna|Terrestre|906|38
07H00289|HEROES DE JAMBELI|07|EL ORO|0701|MACHALA|070102|MACHALA|07D02|Fiscal|Educación regular|Presencial|Vespertina|Terrestre|149|14
07H00184|12 DE NOVIEMBRE|07|EL ORO|0701|MACHALA|070104|NUEVE DE MAYO|07D02|Fiscal|Educación regular|Presencial|Matutina|Terrestre|280|10
07H00028|CRUZ RAMIREZ DE CRUZ|07|EL ORO|0701|MACHALA|070101|LA PROVIDENCIA|07D02|Fiscal|Educación regular|Presencial|Matutina|Terrestre|407|17
07H00059|PAUL HARRIS|07|EL ORO|0701|MACHALA|070101|LA PROVIDENCIA|07D02|Fiscal|Educación regular|Presencial|Matutina|Terrestre|299|19
07H01464|RAYITO DE LUZ|07|EL ORO|0701|MACHALA|070101|LA PROVIDENCIA|07D02|Fiscal|Popular Permanente|Presencial|Nocturna|Terrestre|31|1
07H01296|TIERRA ADENTRO|07|EL ORO|0701|MACHALA|070101|LA PROVIDENCIA|07D02|Particular|Educación regular|Presencial|Matutina|Terrestre|111|9
07H01301|ROSA MARIA|07|EL ORO|0701|MACHALA|070101|LA PROVIDENCIA|07D02|Particular|Educación regular|Presencial|Matutina|Terrestre|59|9
07H01310|DRA. TEODORA LUCACIU|07|EL ORO|0701|MACHALA|070101|LA PROVIDENCIA|07D02|Particular|Educación regular|Presencial|Matutina, Vesperina y Nocturna|Terrestre|147|10
07H01315|UNION|07|EL ORO|0701|MACHALA|070101|LA PROVIDENCIA|07D02|Fiscal|Popular Permanente|Presencial|Nocturna|Terrestre|28|1
07H00317|LATINOAMERICANO|07|EL ORO|0701|MACHALA|070102|MACHALA|07D02|Particular|Educación regular|Presencial|Matutina|Terrestre|238|15
07H00268|TIA PATTY|07|EL ORO|0701|MACHALA|070102|MACHALA|07D02|Particular|Educación regular|Presencial|Matutina|Terrestre|197|20
